CUSTOMER_NUMBER,COMPANY_NAME,PRIMARY_INDUSTRY,REVENUES (IN MILLIONS DOLLAR),CATEGORY,Account_number
959111378,Marathon Petroleum Corp,Petroleum & Coal Products,49709,CAT-A,38673953
959111379,Masco Corp,Furniture & Fixtures,47464,CAT-A,38673954
959111380,Hormel Foods Corp,Food,15659,CAT-D,38673955
959111381,AK Steel Holding Corp,Primary Metals,22072,CAT-C,38673956
959111382,PepsiCo Inc,Beverages,7841,CAT-E,38673957
959111383,Sanmina Corp,Computers & Other Electronic Products,11005,CAT-D,38673958
959111384,California Resources Corp,Petroleum & Coal Products,16826,CAT-D,38673959
959111385,Jabil Circuit Inc,Computers & Other Electronic Products,4306,CAT-F,38673960
959111386,Seneca Foods Corp,Food,44484,CAT-A,38673961
959111387,Praxair Inc,Chemicals,21205,CAT-C,38673962
959111388,Sanmina Corp,Computers & Other Electronic Products,11005,CAT-D,38673963
959111389,Vishay Intertechnology Inc,Computers & Other Electronic Products,21911,CAT-C,38673964
959111390,General Cable Corp,Fabricated Metal Products,5481,CAT-E,38673965
959111391,Spectra Energy Corp Inc,Petroleum & Coal Products,42464,CAT-A,38673966
959111392,Moog Inc,Machinery,9117,CAT-E,38673967
959111393,Cypress Semiconductor Corp,Computers & Other Electronic Products,15255,CAT-D,38673968
959111394,Domtar Corp,Paper,24887,CAT-C,38673969
959111395,Apple Inc,Computers & Other Electronic Products,9495,CAT-E,38673970
959111396,AdvanSix Inc,Plastics,28107,CAT-C,38673971
959111397,Western Digital Corp,Computers & Other Electronic Products,43412,CAT-A,38673972
959111398,Occidental Petroleum Corp,Petroleum & Coal Products,40266,CAT-A,38673973
959111399,Trinity Industries Inc,"Railcars, Ships, & Other Trans Equip",34189,CAT-B,38673974
959111400,PVH Corp,Apparel,20806,CAT-C,38673975
959111401,Owens Corning,"Stone, Clay, Glass & Concrete Products",23323,CAT-C,38673976
959111402,TreeHouse Foods Inc,Food,33048,CAT-B,38673977
959111403,CVR Refining LP,Petroleum & Coal Products,6861,CAT-E,38673978
959111404,Builders FirstSource Inc,Wood Products,29078,CAT-C,38673979
959111405,Avery Dennison Corp,Paper,15653,CAT-D,38673980
959111406,Qorvo Inc,Computers & Other Electronic Products,9759,CAT-E,38673981
959111407,Valero Energy Corp,Petroleum & Coal Products,14801,CAT-D,38673982
959111408,MDU Resources Group Inc,Miscellaneous,16717,CAT-D,38673983
959111409,Hasbro Inc,Miscellaneous,20844,CAT-C,38673984
959111410,Esterline Technologies Corp,Machinery,13861,CAT-D,38673985
959111411,Oneok Inc,Petroleum & Coal Products,30039,CAT-B,38673986
959111412,Valmont Industries Inc,Miscellaneous,23366,CAT-C,38673987
959111413,Westlake Chemical Corp,Chemicals,28377,CAT-C,38673988
959111414,Vishay Intertechnology Inc,Computers & Other Electronic Products,21911,CAT-C,38673989
959111415,Sealed Air Corp,Plastics,46863,CAT-A,38673990
959111416,CVR Refining LP,Petroleum & Coal Products,6861,CAT-E,38673991
959111417,Real Industry Inc,Fabricated Metal Products,15988,CAT-D,38673992
959111418,Harris Corp,Communications Equipment,23205,CAT-C,38673993
959111419,Sealed Air Corp,Plastics,46863,CAT-A,38673994
959111420,Cabot Corp,Chemicals,9870,CAT-E,38673995
959111421,Textron Inc,Aerospace & Defense,22461,CAT-C,38673996
959111422,Terex Corp,Machinery,28441,CAT-C,38673997
959111423,Carter's Inc,Apparel,5563,CAT-E,38673998
959111424,Carter's Inc,Apparel,5563,CAT-E,38673999
959111425,Cooper Companies Inc,Medical Instruments & Equipment,4809,CAT-F,38674000
959111426,Praxair Inc,Chemicals,21205,CAT-C,38674001
959111427,California Resources Corp,Petroleum & Coal Products,16826,CAT-D,38674002
959111428,Vulcan Materials Co,"Stone, Clay, Glass & Concrete Products",23726,CAT-C,38674003
959111429,EQT Corp,Petroleum & Coal Products,16499,CAT-D,38674004
959111430,Raytheon Co,Aerospace & Defense,21457,CAT-C,38674005
959111431,Monsanto Co,Chemicals,14454,CAT-D,38674006
959111432,Hershey Co,Food,5946,CAT-E,38674007
959111433,National Oilwell Varco Inc,Machinery,48345,CAT-A,38674008
959111434,LSC Communications Inc,Publishing & Printing,42326,CAT-A,38674009
959111435,General Cable Corp,Fabricated Metal Products,5481,CAT-E,38674010
959111436,Tempur Sealy International Inc,Furniture & Fixtures,2562,CAT-F,38674011
959111437,AK Steel Holding Corp,Primary Metals,22072,CAT-C,38674012
959111438,Green Plains Inc,Chemicals,5639,CAT-E,38674013
959111439,Western Refining Inc,Petroleum & Coal Products,28181,CAT-C,38674014
959111440,Arconic Inc,Primary Metals,32159,CAT-B,38674015
959111441,Lincoln Electric Holdings Inc,Machinery,34715,CAT-B,38674016
959111442,S&P Global Inc,Publishing & Printing,32197,CAT-B,38674017
959111443,Synaptics Inc,Computers & Other Electronic Products,11397,CAT-D,38674018
959111444,Vishay Intertechnology Inc,Computers & Other Electronic Products,21911,CAT-C,38674019
959111445,GCP Applied Technologies Inc,Chemicals,16873,CAT-D,38674020
959111446,PACCAR Inc,Motor Vehicles,17209,CAT-D,38674021
959111447,Harley-Davidson Inc,Motor Vehicles,48872,CAT-A,38674022
959111448,Chemours Co,Chemicals,10955,CAT-D,38674023
959111449,Columbia Sportswear Co,Apparel,36902,CAT-B,38674024
959111450,Harsco Corp,Fabricated Metal Products,48799,CAT-A,38674025
959111451,Under Armour Inc,Apparel,34417,CAT-B,38674026
959111452,Oracle Corp,Computers & Other Electronic Products,32695,CAT-B,38674027
959111453,IBM Corp,Computers & Other Electronic Products,43467,CAT-A,38674028
959111454,MDU Resources Group Inc,Miscellaneous,16717,CAT-D,38674029
959111455,Raytheon Co,Aerospace & Defense,21457,CAT-C,38674030
959111456,TreeHouse Foods Inc,Food,33048,CAT-B,38674031
959111457,Reynolds American Inc,Tobacco,36358,CAT-B,38674032
959111458,Sanderson Farms Inc,Food,35149,CAT-B,38674033
959111459,Coty Inc,Chemicals,8127,CAT-E,38674034
959111460,Meredith Corp,Publishing & Printing,45096,CAT-A,38674035
959111461,Century Aluminum Co,Fabricated Metal Products,2592,CAT-F,38674036
959111462,Ford Motor Co,Motor Vehicles,29960,CAT-C,38674037
959111463,Builders FirstSource Inc,Wood Products,29078,CAT-C,38674038
959111464,Toro Co,Machinery,48761,CAT-A,38674039
959111465,Kellogg Co,Food,45792,CAT-A,38674040
959111466,Cenveo Inc,Paper,6065,CAT-E,38674041
959111467,Valspar Corp,Chemicals,16358,CAT-D,38674042
959111468,Modine Manufacturing Co,Motor Vehicle Parts,21605,CAT-C,38674043
959111469,General Cable Corp,Fabricated Metal Products,5481,CAT-E,38674044
959111470,S&P Global Inc,Publishing & Printing,32197,CAT-B,38674045
959111471,Amphenol Corp,Computers & Other Electronic Products,45176,CAT-A,38674046
959111472,Analog Devices Inc,Computers & Other Electronic Products,30622,CAT-B,38674047
959111473,Teradyne Inc,Instruments,2537,CAT-F,38674048
959111474,Amphenol Corp,Computers & Other Electronic Products,45176,CAT-A,38674049
959111475,Becton Dickinson & Co,Medical Instruments & Equipment,1927,CAT-F,38674050
959111476,Trimble Navigation Ltd,Computers & Other Electronic Products,11679,CAT-D,38674051
959111477,Delek US Holdings Inc,Petroleum & Coal Products,13364,CAT-D,38674052
959111478,Gannett Co Inc,Publishing & Printing,44360,CAT-A,38674053
959111479,IDEXX Laboratories Inc,Chemicals,7473,CAT-E,38674054
959111480,G-III Apparel Group Ltd,Apparel,24974,CAT-C,38674055
959111481,Coca-Cola Bottling Co,Consolidated Beverages,1260,CAT-F,38674056
959111482,Middleby Corp,Electrical Equipment & Appliances,19630,CAT-D,38674057
959111483,Metaldyne Performance Group Inc,Motor Vehicle Parts,34211,CAT-B,38674058
959111484,Intuitive Surgical Inc,Medical Instruments & Equipment,46021,CAT-A,38674059
959111485,ConocoPhillips,Petroleum & Coal Products,24840,CAT-C,38674060
959111486,Coca-Cola Co,Beverages,19652,CAT-D,38674061
959111487,EnerSys Inc,Electrical Equipment & Appliances,14226,CAT-D,38674062
959111488,Tesla Inc,Motor Vehicles,29871,CAT-C,38674063
959111489,Global Brass & Copper Holdings Inc,Fabricated Metal Products,24058,CAT-C,38674064
959111490,Tesoro Corp,Petroleum & Coal Products,29074,CAT-C,38674065
959111491,Visteon Corp,Motor Vehicle Parts,28712,CAT-C,38674066
959111492,West Pharmaceutical Services Inc,Rubber Products,9842,CAT-E,38674067
959111493,Bio-Rad Laboratories Inc,Medical Instruments & Equipment,25197,CAT-C,38674068
959111494,Southwest Gas Corporation,Petroleum & Coal Products,40218,CAT-A,38674069
959111495,Valmont Industries Inc,Miscellaneous,23366,CAT-C,38674070
959111496,Babcock & Wilcox Enterprises Inc,Electrical Equipment & Appliances,34146,CAT-B,38674071
959111497,Rockwell Automation Inc,Electrical Equipment & Appliances,21418,CAT-C,38674072
959111498,Transdigm Group Inc,Aerospace & Defense,35786,CAT-B,38674073
959111499,Eastman Chemical Co,Chemicals,31210,CAT-B,38674074
959111500,Owens Corning,"Stone, Clay, Glass & Concrete Products",23323,CAT-C,38674075
959111501,Martin Marietta Materials Inc,"Stone, Clay, Glass & Concrete Products",6526,CAT-E,38674076
959111502,Carter's Inc,Apparel,5563,CAT-E,38674077
959111503,Mosaic Co,Chemicals,16537,CAT-D,38674078
959111504,Thor Industries Inc,Motor Vehicles,6130,CAT-E,38674079
959111505,Tower International Inc,Motor Vehicle Parts,42973,CAT-A,38674080
959111506,Post Holdings Inc,Food,44869,CAT-A,38674081
959111507,Zimmer Biomet Holdings Inc,Medical Instruments & Equipment,17555,CAT-D,38674082
959111508,Mueller Industries Inc,Primary Metals,37592,CAT-B,38674083
959111509,Alexion Pharmaceuticals Inc,Pharmaceuticals,22502,CAT-C,38674084
959111510,Vector Group Ltd,Tobacco,26301,CAT-C,38674085
959111511,Reliance Steel & Aluminum Co,Primary Metals,43988,CAT-A,38674086
959111512,Lennox International Inc,Electrical Equipment & Appliances,16416,CAT-D,38674087
959111513,Albemarle Corp,Chemicals,33262,CAT-B,38674088
959111514,Generac Holdings Inc,Machinery,24633,CAT-C,38674089
959111515,Roper Technologies Inc,Miscellaneous,33081,CAT-B,38674090
959111516,Sonoco Products Co,Paper,42626,CAT-A,38674091
959111517,Oneok Inc,Petroleum & Coal Products,30039,CAT-B,38674092
959111518,Briggs & Stratton Corp,Machinery,11044,CAT-D,38674093
959111519,SPX Corp,Machinery,9797,CAT-E,38674094
959111520,Tegna Inc,Publishing & Printing,8134,CAT-E,38674095
959111521,Western Digital Corp,Computers & Other Electronic Products,43412,CAT-A,38674096
959111522,Leggett & Platt Inc,Furniture & Fixtures,34825,CAT-B,38674097
959111523,Post Holdings Inc,Food,44869,CAT-A,38674098
959111524,United Technologies Corp,Aerospace & Defense,805,CAT-G,38674099
959111525,American Axle & Mfg Holdings Inc,Motor Vehicle Parts,26440,CAT-C,38674100
959111526,Whirlpool Corp,Electrical Equipment & Appliances,36507,CAT-B,38674101
959111527,WhiteWave Foods Co,Food,7609,CAT-E,38674102
959111528,Zimmer Biomet Holdings Inc,Medical Instruments & Equipment,17555,CAT-D,38674103
959111529,Koppers Holdings Inc,Chemicals,2196,CAT-F,38674104
959111530,NCR Corp,Computers & Other Electronic Products,42272,CAT-A,38674105
959111531,Valvoline Inc,Petroleum & Coal Products,27051,CAT-C,38674106
959111532,Modine Manufacturing Co,Motor Vehicle Parts,21605,CAT-C,38674107
959111533,Deere & Co,Machinery,3239,CAT-F,38674108
959111534,PBF Energy Inc,Petroleum & Coal Products,19883,CAT-D,38674109
959111535,Belden Inc,Electrical Equipment & Appliances,13205,CAT-D,38674110
959111536,Leggett & Platt Inc,Furniture & Fixtures,34825,CAT-B,38674111
959111537,Chevron Corp,Petroleum & Coal Products,49666,CAT-A,38674112
959111538,Becton Dickinson & Co,Medical Instruments & Equipment,1927,CAT-F,38674113
959111539,G-III Apparel Group Ltd,Apparel,24974,CAT-C,38674114
959111540,Joy Global Inc,Machinery,24829,CAT-C,38674115
959111541,Greif Inc,Paper,3608,CAT-F,38674116
959111542,BE Aerospace Inc,Aerospace & Defense,30462,CAT-B,38674117
959111543,Columbia Sportswear Co,Apparel,36902,CAT-B,38674118
959111544,TreeHouse Foods Inc,Food,33048,CAT-B,38674119
959111545,NCR Corp,Computers & Other Electronic Products,42272,CAT-A,38674120
959111546,Steelcase Inc,Furniture & Fixtures,33919,CAT-B,38674121
959111547,TreeHouse Foods Inc,Food,33048,CAT-B,38674122
959111548,Avery Dennison Corp,Paper,15653,CAT-D,38674123
959111549,Masco Corp,Furniture & Fixtures,47464,CAT-A,38674124
959111550,Snyder's-Lance Inc,Food,9336,CAT-E,38674125
959111551,Skyworks Solutions Inc,Computers & Other Electronic Products,42053,CAT-A,38674126
959111552,Belden Inc,Electrical Equipment & Appliances,13205,CAT-D,38674127
959111553,Flowers Foods Inc,Food,49227,CAT-A,38674128
959111554,Baxter International Inc,Medical Instruments & Equipment,12106,CAT-D,38674129
959111555,Lennox International Inc,Electrical Equipment & Appliances,16416,CAT-D,38674130
959111556,Polaris Industries Inc,"Railcars, Ships, & Other Trans Equip",48247,CAT-A,38674131
959111557,Lancaster Colony Corp,Food,14801,CAT-D,38674132
959111558,Mondelez International Inc,Food,37091,CAT-B,38674133
959111559,John Bean Technologies Corp,Electrical Equipment & Appliances,13793,CAT-D,38674134
959111560,CommScope Holding Co,Communications Equipment,45996,CAT-A,38674135
959111561,PLY Gem Holdings Inc,Wood Products,3028,CAT-F,38674136
959111562,Arconic Inc,Primary Metals,32159,CAT-B,38674137
959111563,Constellation Brands Inc,Beverages,42807,CAT-A,38674138
959111564,CVR Refining LP,Petroleum & Coal Products,6861,CAT-E,38674139
959111565,Veritiv Corp,Machinery,48771,CAT-A,38674140
959111566,Valhi Inc,Chemicals,32423,CAT-B,38674141
959111567,Barnes Group Inc,Fabricated Metal Products,43692,CAT-A,38674142
959111568,KLA-Tencor Corp,Computers & Other Electronic Products,47518,CAT-A,38674143
959111569,Real Industry Inc,Fabricated Metal Products,15988,CAT-D,38674144
959111570,Altria Group Inc,Tobacco,29378,CAT-C,38674145
959111571,Tesla Inc,Motor Vehicles,29871,CAT-C,38674146
959111572,Finisar Corp,Computers & Other Electronic Products,29068,CAT-C,38674147
959111573,JELD-WEN Holding Inc,Furniture & Fixtures,34593,CAT-B,38674148
959111574,Clorox Co,Chemicals,4088,CAT-F,38674149
959111575,Nucor Corp,Primary Metals,45663,CAT-A,38674150
959111576,IDEX Corporation,Machinery,31018,CAT-B,38674151
959111577,National Oilwell Varco Inc,Machinery,48345,CAT-A,38674152
959111578,Mohawk Industries Inc,Textiles,34096,CAT-B,38674153
959111579,G-III Apparel Group Ltd,Apparel,24974,CAT-C,38674154
959111580,Johnson & Johnson,Pharmaceuticals,19328,CAT-D,38674155
959111581,Tesla Inc,Motor Vehicles,29871,CAT-C,38674156
959111582,Bemis Co Inc,Miscellaneous,34522,CAT-B,38674157
959111583,AK Steel Holding Corp,Primary Metals,22072,CAT-C,38674158
959111584,Lennox International Inc,Electrical Equipment & Appliances,16416,CAT-D,38674159
959111585,Transdigm Group Inc,Aerospace & Defense,35786,CAT-B,38674160
959111586,Goodyear Tire & Rubber Co,Rubber Products,35420,CAT-B,38674161
959111587,Minerals Technologies Inc,Chemicals,14187,CAT-D,38674162
959111588,Microsoft Corp,Computers & Other Electronic Products,31292,CAT-B,38674163
959111589,Boston Scientific Corp,Medical Instruments & Equipment,7468,CAT-E,38674164
959111590,Mead Johnson Nutrition Co,Beverages,33137,CAT-B,38674165
959111591,CF Industries Holdings Inc,Chemicals,41154,CAT-A,38674166
959111592,United Therapeutics Corp,Pharmaceuticals,31067,CAT-B,38674167
959111593,Reynolds American Inc,Tobacco,36358,CAT-B,38674168
959111594,SunPower Corp,Electrical Equipment & Appliances,39217,CAT-B,38674169
959111595,Harman International Inds Inc,Computers & Other Electronic Products,23765,CAT-C,38674170
959111596,Huntington Ingalls Industries Inc,"Railcars, Ships, & Other Trans Equip",39597,CAT-B,38674171
959111597,Kraft Heinz Co,Food,40559,CAT-A,38674172
959111598,TTM Technologies Inc,Computers & Other Electronic Products,40538,CAT-A,38674173
959111599,Colgate-Palmolive Co,Chemicals,25896,CAT-C,38674174
959111600,DENTSPLY SIRONA Inc,Medical Instruments & Equipment,2189,CAT-F,38674175
959111601,Sanderson Farms Inc,Food,35149,CAT-B,38674176
959111602,Wabash National Corp,Motor Vehicles,39767,CAT-B,38674177
959111603,Continental Resources Inc,Petroleum & Coal Products,33561,CAT-B,38674178
959111604,IBM Corp,Computers & Other Electronic Products,43467,CAT-A,38674179
959111605,Tesoro Corp,Petroleum & Coal Products,29074,CAT-C,38674180
959111606,Keysight Technologies Inc,Machinery,10544,CAT-D,38674181
959111607,Alon USA Partners LP,Petroleum & Coal Products,25721,CAT-C,38674182
959111608,SunPower Corp,Electrical Equipment & Appliances,39217,CAT-B,38674183
959111609,Flowers Foods Inc,Food,49227,CAT-A,38674184
959111610,Colfax Corp,Machinery,41504,CAT-A,38674185
959111611,Zimmer Biomet Holdings Inc,Medical Instruments & Equipment,17555,CAT-D,38674186
959111612,"SS&C Technologies Holdings, Inc",Publishing & Printing,1053,CAT-F,38674187
959111613,Hexcel Corp,Miscellaneous,19147,CAT-D,38674188
959111614,Alon USA Partners LP,Petroleum & Coal Products,25721,CAT-C,38674189
959111615,ITT Inc,Machinery,47720,CAT-A,38674190
959111616,Vector Group Ltd,Tobacco,26301,CAT-C,38674191
959111617,Sanmina Corp,Computers & Other Electronic Products,11005,CAT-D,38674192
959111618,Cabot Corp,Chemicals,9870,CAT-E,38674193
959111619,Church & Dwight Co Inc,Chemicals,3965,CAT-F,38674194
959111620,Microchip Technology Inc,Computers & Other Electronic Products,11559,CAT-D,38674195
959111621,"Wilson Greatbatch Technologies, Inc",Electrical Equipment & Appliances,6155,CAT-E,38674196
959111622,Snyder's-Lance Inc,Food,9336,CAT-E,38674197
959111623,Steelcase Inc,Furniture & Fixtures,33919,CAT-B,38674198
959111624,QEP Resources Inc,Petroleum & Coal Products,23989,CAT-C,38674199
959111625,Chesapeake Energy Corp,Petroleum & Coal Products,35900,CAT-B,38674200
959111626,Martin Marietta Materials Inc,"Stone, Clay, Glass & Concrete Products",6526,CAT-E,38674201
959111627,Textron Inc,Aerospace & Defense,22461,CAT-C,38674202
959111628,Cenveo Inc,Paper,6065,CAT-E,38674203
959111629,Pacific Ethanol Inc,Chemicals,34122,CAT-B,38674204
959111630,Coca-Cola Bottling Co,Consolidated Beverages,1260,CAT-F,38674205
959111631,Lockheed Martin Corp,Aerospace & Defense,45966,CAT-A,38674206
959111632,Whiting Petroleum Corp,Petroleum & Coal Products,14090,CAT-D,38674207
959111633,Skyworks Solutions Inc,Computers & Other Electronic Products,42053,CAT-A,38674208
959111634,Curtiss-Wright Corp,Machinery,2793,CAT-F,38674209
959111635,Bio-Rad Laboratories Inc,Medical Instruments & Equipment,25197,CAT-C,38674210
